mp_id,full_name,club,mandate_status,district_number,okreg_nazwa,emails,image_url,wybrany_dnia,lista,liczba_glosow,slubowanie,staz_parlamentarny,data_urodzenia,miejsce_urodzenia,wyksztalcenie,ukonczona_szkola,zawod
157,Iwona Karolewska,KO,aktywny,4,Bydgoszcz,Iwona.Karolewska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/2A09BA241E0F5720C1258A51003B9DDF/$File/157.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,8572,13-11-2023,brak,11-03-1974,Lniano,wyższe,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Prawa i Administracji, Administracja - magister (2000) | Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Prawa i Administracji, Prawo - magister (2005) | Uniwersytet Warszawski, Samorząd Terytorialny i Rozwój Lokalny (2006) - studia podyplomowe | Wyższa Szkoła Społeczno-Ekonomiczna w Gdańsku, MBA (2023) - studia podyplomowe",urzędnik samorządowy
158,Rafał Kasprzyk,Polska2050-TD,aktywny,33,Kielce,Rafal.Kasprzyk@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/5920CB4EDD159B0FC1258A51003B9DE3/$File/158.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,10907,13-11-2023,brak,27-08-1971,Busko Zdrój,wyższe,"Politechnika Świętokrzyska w Kielcach, Wydział Budownictwa, Budownictwo Ogólne - magister inżynier (1996) | Akademia Ekonomiczna w Krakowie, Wydział Ekonomiczny, Finanse i Bankowość - licencjat (1997) | Szkoła Biznesu Politechniki Warszawskiej, Executive MBA (2004) - studia podyplomowe | ESADE BUSINESS SCHOOL W BARCELONIE, HISZPANIA, Program dla Dyrektorów - Właścicieli (2008) - studia podyplomowe","inżynier budownictwa, menedżer"
159,Henryk Kiepura,PSL-TD,aktywny,28,Częstochowa,Henryk.Kiepura@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/BBDDD411085599EFC1258A51003B9DEA/$File/159.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,20665,13-11-2023,brak,10-11-1969,Kłobuck,wyższe,"Uniwersytet Śląski, Wydział Prawa, Prawo - magister (2001) | Uniwersytet Łódzki, Fundusze Unii Europejskiej (2004) - studia podyplomowe",prawnik
160,Marcin Kierwiński,KO,wygasl,16,Płock,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/ECE444636B4E6253C1258A51003B9DEE/$File/160.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,51828,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",22-08-1976,Warszawa,wyższe,"Politechnika Warszawska, Wydział Elektroniki i Technik Informacyjnych, Elektronika Biomedyczna - magister inżynier (2001) | Politechnika Warszawska, Wydział Inżynierii Produkcji, Zarządzanie i Marketing - magister inżynier (2002) | Instytut Organizacji i Zarządzania w Przemyśle ""ORGMASZ"", Studia Zarządzania Infrastrukturą IT (2003) - studia podyplomowe",elektronik
161,Katarzyna Kierzek-Koperska,KO,aktywny,39,Poznań,Katarzyna.Kierzek-Koperska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/CE492A8261291EB4C1258A51003B9DF3/$File/161.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,20091,13-11-2023,brak,09-06-1974,Września,wyższe,"Uniwersytet WSB Merito, Finanse i Bankowość, Podatki - licencjat (1996) | Uniwersytet WSB Merito, Finanse i Bankowość, Rachunkowość - magister (2001)",doradca podatkowy
162,Dariusz Klimczak,PSL-TD,aktywny,10,Piotrków Trybunalski,Dariusz.Klimczak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/B03DBB9F2ECF73F3C1258A51003B9DF8/$File/162.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,21826,13-11-2023,poseł na Sejm RP IX kadencji,17-06-1980,Rawa Mazowiecka,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Historyczny, Historia - magister (2005) | Uniwersytet Warszawski, Politologia (2008) - studia doktoranckie",historyk
163,Joanna Kluzik-Rostkowska,KO,aktywny,17,Radom,Joanna.Kluzik-Rostkowska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/2FC142EA9B79E152C1258A51003B9DFE/$File/163.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,21218,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",14-12-1963,Katowice,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Dziennikarstwo - magister (1993)",dziennikarz
164,Agnieszka Maria Kłopotek,PSL-TD,aktywny,4,Bydgoszcz,Agnieszka.Klopotek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/4685C16063D2E17BC1258A51003B9E03/$File/164.jpg,,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,11049,13-11-2023,brak,09-07-1969,Tarnów,wyższe,"Akademia Rolnicza w Krakowie, Wydział Zootechniczny, Zootechnika - magister inżynier (1995) | Akademia Ekonomiczna w Krakowie, Zarządzanie Małymi i Średnimi Przedsiębiorstwami (1996) - studia podyplomowe | Politechnika Krakowska, Gospodarka i Szacowanie Nieruchomościami (1999) - studia podyplomowe | Instytut Zootechniki Państwowy Instytut Badawczy w Balicach, Ekonomika Produkcji Trzody Chlewnej - doktor (2004)",zootechnik
165,Łukasz Kmita,PiS,aktywny,12,Kraków,Lukasz.Kmita@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/6447B8DCBDD6D97EC1258A51003B9E07/$File/165.jpg,15-10-2023,Prawo i Sprawiedliwość,26062,13-11-2023,brak,07-11-1985,Olkusz,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Politycznych i Dziennikarstwa, Politologia - magister (2010) | Uniwersytet Ekonomiczny w Katowicach wspólnie z Uniwersytetem Technicznym w Brnie, Międzynarodowe Studia Menadżersko-Finansowe (2017) - studia podyplomowe",urzędnik państwowy
166,Michał Kobosko,Polska2050-TD,wygasl,19,Warszawa,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/74F9AD99278BA55FC1258A51003B9E0A/$File/166.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,61452,13-11-2023,brak,15-04-1968,Warszawa,wyższe,"Uniwersytet SWPS, Zarządzanie i Przywództwo - licencjat (2020)",
167,Maria Koc,PiS,aktywny,18,Siedlce,Maria.Koc@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/3CF8F2D98DA14888C1258A51003B9E0F/$File/167.jpg,,Prawo i Sprawiedliwość,70732,13-11-2023,"senator VIII, IX i X kadencji",22-08-1964,Prudnik,wyższe,"Uniwersytet Warszawski, Wydział Historyczny, Etnologia/Antropologia Kultury - magister (1996) | Uniwersytet Warszawski, Studia Samorządu Terytorialnego i Rozwoju Lokalnego (2007) - studia podyplomowe",parlamentarzysta
168,Ewa Kołodziej,KO,aktywny,31,Katowice,Ewa.Kolodziej@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/41AC024518B8E78AC1258A51003B9E14/$File/168.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,7283,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",02-09-1978,Katowice,wyższe,"Uniwersytet Śląski, Wydział Nauk Społecznych, Politologia - magister (2002)",politolog
169,Magdalena Małgorzata Kołodziejczak,KO,aktywny,25,Gdańsk,Magdalena.Kolodziejczak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/FC3BA9AF5FD665E1C1258A51003B9E1A/$File/169.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,12773,13-11-2023,brak,19-06-1958,Dąbrówka,wyższe,"Uniwersytet Gdański, Wydział Prawa i Administracji, Prawo - magister (1981)",prawnik
170,Michał Kołodziejczak,KO,aktywny,37,Konin,Michal.Kolodziejczak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/CB80F5200C99F999C1258A51003B9E1F/$File/170.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,44062,13-11-2023,brak,14-09-1988,Sieradz,średnie ogólne,Liceum Ogólnokształcące nr 2 imienia Stefana Żeromskiego w Sieradzu (2007),rolnik
171,Rafał Komarewicz,Polska2050-TD,aktywny,13,Kraków,Rafal.Komarewicz@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/12151A3D7F0EDFA3C1258A51003B9E23/$File/171.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,44808,13-11-2023,brak,10-06-1971,Ełk,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Lekarski, Stomatologia - lekarz dentysta (1996)",przedsiębiorca prywatny
172,Maciej Konieczny,Razem,aktywny,31,Katowice,Maciej.Konieczny@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/AD6682BC5D330930C1258A51003B9E27/$File/172.jpg,15-10-2023,Nowa Lewica,17901,13-11-2023,poseł na Sejm RP IX kadencji,14-10-1980,Gliwice,wyższe,"Uniwersytet Śląski, Wydział Filologiczny, Kulturoznawstwo - magister (2005)",parlamentarzysta
173,Zbigniew Konwiński,KO,aktywny,26,Słupsk,Zbigniew.Konwinski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/B6329F316F720391C1258A51003B9E2B/$File/173.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,15538,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",24-03-1974,Słupsk,wyższe,"Wyższa Szkoła Pedagogiczna, Wydział Filozoficzno-Historyczny, Historia - magister (1999) | Zachodniopomorska Szkoła Biznesu, Zarządzanie Biznesem (2001) - studia podyplomowe","historyk, menedżer"
174,Władysław Kosiniak-Kamysz,PSL-TD,aktywny,15,Tarnów,Wladyslaw.Kosiniak-Kamysz@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/DF5C7E161E4F88A5C1258A51003B9E31/$File/174.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,50139,13-11-2023,poseł na Sejm RP VIII i IX kadencji,10-08-1981,Kraków,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Lekarski, Lekarz - lekarz (2006) | Uniwersytet Jagielloński w Krakowie, Nauki Medyczne - doktor (2010)",lekarz
175,Tomasz Kostuś,KO,aktywny,21,Opole,Tomasz.Kostus@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/1BE07972DA49F991C1258A51003B9E36/$File/175.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,11857,13-11-2023,poseł na Sejm RP VIII i IX kadencji,07-03-1974,Kluczbork,wyższe,"Uniwersytet Opolski, Wydział Humanistyczno-Historyczny, Politologia i Nauki Społeczne - magister (1998) | Wyższa Szkoła Zarządzania i Administracji w Opolu, Zarządzanie w Administracji Rządowej i Samorządowej (2001) - studia podyplomowe | Akademia Obrony Narodowej, Bezpieczeństwo Narodowe (2003) - studia podyplomowe",politolog
176,Andrzej Kosztowniak,PiS,aktywny,17,Radom,Andrzej.Kosztowniak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/AA385454CF0B6012C1258A51003B9E3B/$File/176.jpg,15-10-2023,Prawo i Sprawiedliwość,9755,13-11-2023,poseł na Sejm RP VIII i IX kadencji,31-03-1976,Radom,wyższe,"Politechnika Radomska, Wydział Ekonomiczny, Ekonomia - magister (2001) | Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Prawa, Prawo - magister (2003) | Politechnika Lubelska, MBA (2017) - studia podyplomowe","ekonomista, prawnik"
177,Katarzyna Kotula,Lewica,aktywny,25,Gdańsk,Katarzyna.Kotula@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/6AB4327DF00E9765C1258A51003B9E40/$File/177.jpg,,Nowa Lewica,33122,13-11-2023,poseł na Sejm RP IX kadencji,01-02-1977,Gryfino,wyższe,"Collegium Balticum - Szczecin, Filologia Angielska",nauczyciel
178,Paweł Kowal,KO,aktywny,23,Rzeszów,Pawel.Kowal@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/0449DE8C2204D435C1258A51003B9E44/$File/178.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,63534,13-11-2023,"poseł na Sejm RP V, VI i IX kadencji",22-07-1975,Rzeszów,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Historyczny, Historia - magister (1999) | Instytut Studiów Politycznych PAN, Nauki Polityczne - doktor (2011) | Instytut Studiów Politycznych PAN, Nauki Społeczne - doktor habilitowany (2019)",nauczyciel akademicki
179,Henryk Kowalczyk,PiS,aktywny,18,Siedlce,Henryk.Kowalczyk@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/A7E3E42ACA93FF2BC1258A51003B9E49/$File/179.jpg,15-10-2023,Prawo i Sprawiedliwość,30081,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",15-07-1956,Żabianka,wyższe,"Uniwersytet Warszawski, Wydział Matematyki, Matematyka - magister (1979)",matematyk
180,Janusz Kowalski,PiS,aktywny,21,Opole,Janusz.Kowalski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/0BF6D3A8348D6024C1258A51003B9E52/$File/180.jpg,15-10-2023,Prawo i Sprawiedliwość,14593,13-11-2023,poseł na Sejm RP IX kadencji,11-04-1978,Opole,wyższe,"Uniwersytet Łódzki, Wydział Prawa i Administracji, Administracja - magister (2004) | Uniwersytet Łódzki, Wydział Prawa i Administracji, Prawo - magister (2008) | Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo Spółek (2011) - studia podyplomowe",prawnik
181,Bartosz Józef Kownacki,PiS,aktywny,4,Bydgoszcz,Bartosz.Kownacki@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/24A54A20FC3810C1C1258A51003B9E55/$File/181.jpg,15-10-2023,Prawo i Sprawiedliwość,17135,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",11-08-1979,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2003) | Aplikacja Prokuratorska (2006)",adwokat
182,Iwona Maria Kozłowska,KO,aktywny,4,Bydgoszcz,Iwona.Kozlowska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/D6AC788D0B7FD115C1258A51003B9E5A/$File/182.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,14514,13-11-2023,poseł na Sejm RP VII i IX kadencji,11-08-1963,Więcbork,wyższe,"Wyższa Szkoła Pedagogiczna w Bydgoszczy, Wydział Pedagogiczny, Nauczanie początkowe - magister (1986) | Uniwersytet Gdański, Zakład Logopedii, Neurologopedia (2002) - studia podyplomowe | Uniwersytet Gdański, Zakład Logopedii, Surdologopedia (2003) - studia podyplomowe",pedagog
183,Stefan Krajewski,PSL-TD,aktywny,24,Białystok,Stefan.Krajewski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/B8EC19C5D1BCEA71C1258A51003B9E60/$File/183.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,9803,13-11-2023,poseł na Sejm RP IX kadencji,08-06-1981,Zambrów,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, politologia - magister (2008) | Uniwersytet Warmińsko-Mazurski w Olsztynie, Polityka Rolna Unii Europejskiej ""Agro-Unia"" (2009) - studia podyplomowe | Wyższa Szkoła Finansów i Zarządzania w Białymstoku, MBA (2020) - studia podyplomowe",politolog
184,Wiesław Krajewski,PiS,aktywny,15,Tarnów,Wieslaw.Krajewski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/B5A74A7CA6EA1557C1258A51003B9E65/$File/184.jpg,15-10-2023,Prawo i Sprawiedliwość,24838,13-11-2023,poseł na Sejm RP VIII i IX kadencji,03-06-1964,Chojnów,wyższe,"Uniwersytet Rzeszowski, Wydział Prawa, Administracja - magister (2004)",parlamentarzysta
185,Leonard Krasulski,PiS,aktywny,34,Elbląg,Leonard.Krasulski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/D4FC1C1E8016C69DC1258A51003B9E6A/$File/185.jpg,15-10-2023,Prawo i Sprawiedliwość,13948,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",08-11-1950,Sopot,średnie ogólne,Liceum Ogólnokształcące w Gdańsku (1968),pracownik administracyjny
186,Iwona Małgorzata Krawczyk,KO,aktywny,1,Legnica,Iwona.Krawczyk@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/5AB7FA73050E302AC1258A51003B9E6E/$File/186.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,8831,13-11-2023,poseł na Sejm RP VIII kadencji,19-07-1965,Jawor,wyższe,"Akademia Wychowania Fizycznego, Wydział Wychowania Fizycznego, Nauczycielski - magister (1993) | Akademia Ekonomiczna, Skuteczny Menedżer Nowoczesnej Firmy (1998) - studia podyplomowe | Kolegium Karkonoskie (PWSZ) Instytut Pedagogiki, Zarządzanie Placówką Oświatową w Nowej Strukturze (2001) - studia podyplomowe | Wałbrzyska Wyższa Szkoła Zarządzania i Przedsiębiorczości, WOS (2009) - studia podyplomowe | Studium Prawa Europejskiego, Patriotyzmu, Obronności i Bezpieczeństwa (2009) - studia podyplomowe | Studium Prawa Europejskiego, Kierownika projektu z Funduszy Europejskich (2010) - studia podyplomowe | Studium Prawa Europejskiego, Kierownika projektu z Funduszy Europejskich (2014) - studia podyplomowe","menedżer, nauczyciel"
187,Michał Krawczyk,KO,aktywny,6,Lublin,Michal.Krawczyk@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/67AFC059A914ED96C1258A51003B9E75/$File/187.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,12009,13-11-2023,poseł na Sejm RP IX kadencji,21-03-1978,Lublin,wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Ekonomiczny, Zarządzanie i Marketing - magister (2002) | Wyższa Szkoła Zarządzania i Prawa w Warszawie, Marketing Polityczny i Medialny (2007) - studia podyplomowe",menedżer
188,Robert Kropiwnicki,KO,aktywny,1,Legnica,Robert.Kropiwnicki@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/A77C738BCE9C6AA3C1258A51003B9E79/$File/188.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,31838,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",23-07-1974,Legnica,wyższe,"Uniwersytet Wrocławski, Wydział Nauk Społecznych, Politologia - magister (1999) | Uniwersytet Wrocławski, Nauki Prawne - doktor (2006) | Uniwersytet Humanistycznospołeczny SWPS, Wydział Prawa, Prawo - magister (2018) | Uniwersytet SWPS w Warszawie - dr hab. nauk społecznych w dyscypinie nauki prawne (2024)","menedżer, nauczyciel akademicki"
189,Piotr Król,PiS,aktywny,4,Bydgoszcz,Piotr.Krol@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/AF8406B24B798FC7C1258A51003B9E7E/$File/189.jpg,15-10-2023,Prawo i Sprawiedliwość,17952,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",26-06-1974,Bydgoszcz,wyższe,"Wyższa Szkoła Pedagogiczna (obecnie Uniwersytet Kazimierza Wielkiego), Administracja - licencjat (1997) | Wyższa Szkoła Pedagogiczna w Bydgoszczy (obecnie Uniwersytet Kazimierza Wielkiego), Politologia - magister (1999) | Wyższa Szkoła Bankowa w Toruniu, Studia Menedżerskie (2012) - studia podyplomowe | Uniwersytet Gdański, Ekonomia (2016) - studia doktoranckie",politolog
190,Wojciech Król,KO,aktywny,31,Katowice,Wojciech.Krol@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/FE0FB95D82D8DC06C1258A51003B9E83/$File/190.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,7136,13-11-2023,poseł na Sejm RP VIII i IX kadencji,22-04-1985,Jaworzno,wyższe,"Uniwersytet Śląski, Wydział Radia i Telewizji, Organizacja Produkcji Filmowej i TV - licencjat (2007) | Wyższa Szkoła Europejska w Krakowie, Dziennikarstwo (2008) - studia podyplomowe | Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralna w Łodzi, Wydział Operatorski, Realizacja Obrazu Filmowego, Telewizyjnego i Fotografii - magister (2010) | Wyższa Szkoła Europejska w Krakowie, Akademia Zarządzania (2011) - studia podyplomowe","parlamentarzysta, urzędnik samorządowy"
191,Anna Krupka,PiS,aktywny,33,Kielce,Anna.Krupka@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/1DC615A37E957358C1258A51003B9E87/$File/191.jpg,,Prawo i Sprawiedliwość,39854,13-11-2023,poseł na Sejm RP VIII i IX kadencji,30-10-1981,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Filozofii i Socjologii, Socjologia - magister (2008) | Szkoła Główna Handlowa w Warszawie, Marketing Internetowy (2015) - studia podyplomowe",socjolog
192,Andrzej Kryj,PiS,aktywny,33,Kielce,Andrzej.Kryj@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/47F1519F31FBF868C1258A51003B9E8B/$File/192.jpg,15-10-2023,Prawo i Sprawiedliwość,6968,13-11-2023,poseł na Sejm RP VIII i IX kadencji,09-06-1960,Ostrowiec Świętokrzyski,wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Humanistyczny, Historia - magister (1984) | Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Historia (1992) - studia podyplomowe | Bałtycka Wyższa Szkoła Humanistyczna w Koszalinie, Organizacja i Zarządzanie - Menedżer oświaty samorządowej (2000) - studia podyplomowe | Wałbrzyska Wyższa Szkoła Zarządzania i Przedsiębiorczości, Nadzór pedagogiczny z elementami ewaluacji (2001) - studia podyplomowe | Katolicki Uniwersytet Lubelski Jana Pawła II, Master of Business Administration (2022) - studia podyplomowe",urzędnik samorządowy
193,Mariusz Krystian,PiS,aktywny,12,Kraków,Mariusz.Krystian@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/92CBC3402D33CD7DC1258A51003B9E8F/$File/193.jpg,15-10-2023,Prawo i Sprawiedliwość,11366,13-11-2023,brak,18-09-1976,Zator,wyższe,"Akademia Pedagogiczna w Krakowie, Wydział Humanistyczny, Politologia i Nauki Społeczne - magister (2002) | Uniwersytet Jagielloński w Krakowie, Historia (2005) - studia podyplomowe | Akademia Górniczo-Hutnicza w Krakowie, Informatyka w Szkole (2006) - studia podyplomowe","nauczyciel, technik elektryk"
194,Marek Krząkała,KO,aktywny,30,Bielsko-Biała,Marek.Krzakala@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/78ADB00A45940077C1258A51003B9E95/$File/194.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,18605,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",22-10-1967,Rybnik,wyższe,"Uniwersytet Wrocławski, Wydział Filologiczny, Filologia Germańska - magister (1995) | Wyższa Szkoła Lingwistyczna w Częstochowie, Nowe Horyzonty Dydaktyki (2001) - studia podyplomowe","nauczyciel, tłumacz"
195,Adam Krzemiński,KO,aktywny,16,Płock,Adam.Krzeminski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/04D9BD777303B8BCC1258A51003B9E9A/$File/195.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,6071,13-11-2023,brak,14-01-1975,Ciechanów,wyższe,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Matematyki i Informatyki, Matematyka - licencjat (1998) | Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Geodezji i Gospodarki Przestrzennej, Matematyka - magister (2000) | Uniwersytet Warmińsko-Mazurski w Olsztynie, Nauczanie fizyki z astronomią (2003) - studia podyplomowe | Uniwersytet w Białymstoku, Zarządzanie Projektami Unii Europejskiej (2008) - studia podyplomowe","nauczyciel, pracownik administracji samorządowej, technik elektronik"
196,Henryka Krzywonos-Strycharska,KO,aktywny,26,Słupsk,Henryka.Krzywonos-Strycharska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/CC4B65FE9ADE4A46C1258A51003B9E9D/$File/196.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,8460,13-11-2023,poseł na Sejm RP VIII i IX kadencji,27-03-1953,Olsztyn,średnie ogólne,Liceum Ogólnokształcące Centrum Kształcenia Ustawicznego w Kościerzynie (2004),emeryt
197,Krzysztof Kubów,PiS,aktywny,1,Legnica,Krzysztof.Kubow@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/A61818C13E27B03DC1258A51003B9EA2/$File/197.jpg,15-10-2023,Prawo i Sprawiedliwość,15928,13-11-2023,poseł na Sejm RP VIII i IX kadencji,22-07-1984,Lubin,wyższe,"Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii, Administracja - magister (2008) | Wyższa Szkoła Bankowa we Wrocławiu, Studia Menadżerskie (2010) - studia podyplomowe | Wyższa Szkoła Bankowa we Wrocławiu, MBE EXECUTIVE (2018) - studia podyplomowe",administratywista
